UUID.x	Superpopulation.code
dc511fdb-3e65-50ed-a92d-5fd018330e32	EAS
dcc119da-bfde-5d2f-a540-0f40ba36c7c8	NoCODE
dcd6a202-a6c5-522e-ac42-d0a1198a4607	NoCODE
dd40590b-ecfd-566e-ac4f-db65bab59f1f	NoCODE
ddfd0142-bc5c-51fa-91f7-6dd0269f3403	NoCODE
de93dd31-8ac0-5138-b213-1336c81516f0	NoCODE
deddb2c5-ddf3-5b25-ba95-5720f8478440	NoCODE
df71b350-89cf-5f48-b019-546684adab20	NoCODE
dfb1e94e-f0eb-5191-9644-ee706dea5f3b	AMR
e024bbe7-e6e8-507f-9f9a-ff119465ccf0	NoCODE
e029db5f-fa59-5ff9-8034-25a72c905baa	NoCODE
e03d5c94-3d8e-525d-8928-6df7bff4151b	NoCODE
e04d927c-5eeb-5a9d-bac4-e2ccbded1c4a	NoCODE
e0580012-e52d-5c74-af38-d455176da5ff	NoCODE
e0705f67-cf3a-5e67-8366-05422832cf2b	AFR
e07cc175-dea0-5474-a2c9-e1b2cb34baf6	SAS
e091da74-f57b-555d-a4b7-88b3ca4d82e7	NoCODE
e0a84870-f7ae-5695-ae98-9b7e5873fab5	NoCODE
e0ab6ca0-630c-5e8d-9909-fa7a79134a3e	NoCODE
e0d290b9-d53d-5818-b7ec-0b17a603cc6a	AFR
e11a427f-260c-5ab5-90a2-54df88e5d858	NoCODE
e150258c-5485-5c3c-a3dd-5d7a169634f1	NoCODE
e19adc4e-4d7d-5df2-933a-f749423c4b81	AMR
e19c980a-185d-56f4-8542-761068d2e38b	NoCODE
e1c1663c-6117-5dad-8272-f32f1f196073	NoCODE
e1cb0d43-de13-565d-9d96-8a55e403132c	NoCODE
e25df10f-da84-50ad-8c91-c0766dc4e449	NoCODE
e302520b-35fd-5902-b484-9a8fcb085cad	NoCODE
e30c1586-3e42-5e79-af5c-e33be139eda4	NoCODE
e3331878-071c-55d4-9842-5d9cd087654d	NoCODE
e34a9b3f-c846-5d7a-96c4-2a45be7bfa86	AFR
e364e665-8eec-5c7d-be19-70e9916a9938	NoCODE
e37d50e6-cb92-56f6-ae00-8a50f86fc2f2	AMR
e3a78878-e689-5084-b6c4-f76a6bac0303	NoCODE
e410aad6-4828-5e97-af6e-69ef694f041e	NoCODE
e47580d0-bbfc-50ed-bc85-227658c32378	AFR
e4ae96c5-b07d-5690-9e0d-fbcf5238df7d	NoCODE
e4bfdea6-ecd4-5759-8d1d-e6f0fe714fb4	NoCODE
e5011a52-cd82-5c7b-b519-747f3b81c633	EUR
e5224642-7bc6-5285-979b-b35c36e928aa	NoCODE
e59c5ede-266e-5b0a-bfe9-94d0f88fafd8	NoCODE
e5f4746a-2c05-507b-b8c0-b07b1df7a483	NoCODE
e5f4e0f9-0a41-57c9-8bb6-bbd0b357301d	NoCODE
e617f58c-56a5-534b-be20-c869d1533479	NoCODE
e636b2b5-5b88-53aa-bac8-90562c4af87c	NoCODE
e637e436-f0cf-5271-a7fd-3ec0652ab5a9	EUR
e644bf5b-7753-5dc5-8120-b7c6b6f896dc	AFR
e7215876-0be6-5ce9-a22d-ab32000c21ca	EUR
e72a1f20-c24c-59a6-8e91-ab9facb698ca	NoCODE
e73c1d49-02a9-5e6f-b760-84eff6ed128c	AFR
e74392eb-209c-52b4-9069-e3256edce63f	NoCODE
e7b48a91-7bc7-5a07-bf18-3c7232b7a2e4	NoCODE
e7b9e477-1367-5edd-9422-ed7fec78e2cf	NoCODE
e7f09ee7-9666-530c-b61d-c8d416df05fe	NoCODE
e8012803-ec0d-567b-92f7-e5554ddc83ea	EUR
e8527b62-3b9e-5826-96d6-6ec88de3ea88	NoCODE
e86b2b1a-1f68-588d-9b82-49a1cbe0735a	NoCODE
e877e7b5-5f64-5eff-aeb5-9e91399b82f0	NoCODE
e8996f18-ca25-5144-9e8f-12f7a38395ce	NoCODE
e8a1a856-3129-5d05-af1e-8a0a7fd1bc01	NoCODE
e8ab7b09-fda6-5387-97eb-9252e01b002a	NoCODE
e8bec72a-f726-5cc8-827a-92a2495b0cd8	NoCODE
e92a70cc-d30d-59f0-8dcd-5e75f9d46228	SAS
e94501cc-da42-541d-85a5-7878714ef3b6	AFR
e961ef3b-cf30-5f58-9f1c-e830561fdd56	NoCODE
e99aee27-e61b-5df7-9727-e39269de008b	EUR
e9a162e2-6536-5d86-a6f4-2c65281a9f57	NoCODE
e9f3c97a-cb85-55b5-879f-6bc5b63b6433	NoCODE
ea262e03-b6a2-57c4-9c82-4a3f03c610da	EUR
ea2efe56-73e2-5891-a93c-9f4fa4738462	NoCODE
ea534d10-8f27-5a77-8a47-e0e3dd570eb7	NoCODE
ea5f6a15-3742-5f9c-a89e-555d5140f673	NoCODE
ea956dcd-5a8e-53f4-8be0-29913e8d4e49	NoCODE
eb3a9ee2-2d09-51e1-9f28-24c154a1fb27	AFR
eb7b49b4-31d5-5f14-afec-690456b36ccf	NoCODE
ebc3b3d9-1b87-5037-8f55-34b1c1864b24	NoCODE
ebfc1fe7-2871-539b-b742-93134cedaf53	NoCODE
ec0da1f8-051d-5f3c-8410-e32176b90dc4	SAS
ed3be9ea-3682-5d47-99d2-7cbb5cda6cd8	EUR
ed85617d-3b65-5a23-9063-8b0f911f446c	NoCODE
eda84c31-7f89-569f-9800-aa8cc60fa208	NoCODE
edd7c3d5-b78c-5ce4-ade0-302d5e61dd48	EAS
eea6ff24-d9c0-5fbb-acc9-df80d18f6b91	NoCODE
eed02ae9-3f3b-5f11-9db7-721752fe1866	EAS
ef1095e9-009a-5d4e-9eb9-dbd6db88e7cb	SAS
efd0e709-80c6-52f2-8f62-4206765bd624	EAS
f00eccc6-eec9-59fc-91b7-729076a5d535	NoCODE
f0868a4a-5368-53ce-a6ce-774796661ed8	NoCODE
f0ae28d2-fb35-55c9-a62b-332f416c530a	NoCODE
f1aafd6a-dd4f-5f2f-83db-4757f37132a8	NoCODE
f1d1a7cc-8515-5628-b988-8cc640cdbaac	NoCODE
f230c9ad-5060-558a-877d-3aea1def0a17	NoCODE
f25b64ab-32ed-54e1-9a34-42ea1831ebea	NoCODE
f2891285-a20c-503c-abe5-220ff1715313	NoCODE
f2b9f248-9d4c-5271-ae50-fc01a9e8ad72	NoCODE
f30cd635-e467-57a5-8374-cabf05b18401	EAS
f338962d-a895-5f99-acdd-f0c8562cfc61	NoCODE
f34dc384-f49e-58e2-8c7e-7396363ecdc4	NoCODE
f3a8e5da-7751-57cc-ac78-da99a0f47493	EUR
f3a9086f-aa4a-529c-9f1a-3577e0c18540	NoCODE
f4692a90-3214-5390-847b-7b939577c3d8	NoCODE
f4d1d465-d03d-504c-ba00-87aa22fa871f	NoCODE
f522993a-3bab-5c41-b233-5e5b060106c3	NoCODE
f56df212-0987-5557-a62e-e84fcc478674	NoCODE
f59e35de-343e-5d23-a918-dc13fb8782d0	NoCODE
f5d6498c-92c8-5d7d-af88-da59a1d0addd	NoCODE
f6240e56-4a4c-5fd5-b26f-a3e1a5b40048	NoCODE
f654fb25-6acd-502f-8107-e7df9061380c	NoCODE
f6691dc7-7fb0-55a7-afc8-12a510dba681	NoCODE
f66dad46-609a-5e46-bffa-90eb6dc03aa2	NoCODE
f70cfa99-bbc6-5102-8da1-a4551901e1e8	NoCODE
f7138437-5296-5b81-bcaa-b948f85051b7	NoCODE
f71a7d1f-4382-59b9-9511-818d64144f82	NoCODE
f7221be2-28d4-513f-ab23-34b345f14814	AFR
f724478d-d83d-589a-ad91-d4247431b6b9	NoCODE
f77db002-a3c2-5334-a391-8a54e1106d26	NoCODE
f827d68f-5b02-5479-bed7-d1dc903b9d15	NoCODE
f84654c1-f664-5a85-aa3a-cdd21dbee3f4	NoCODE
f921556c-5ee6-5dee-a848-6d5bd0e7a6ba	NoCODE
f95d483a-b9fe-598e-9523-1aac627c015e	NoCODE
f96c8def-a020-5e87-98d8-b49a1d18c7d3	NoCODE
f9aedeb3-84d0-570a-a23f-0d427457400a	NoCODE
f9c5b8a4-83fd-5db3-a8e1-a4a84bcc12fb	AFR
f9cd23a3-cff7-5b1e-9ed4-234ced179907	NoCODE
fa6e44a6-f6db-5b74-b38e-c8c2ef7fe6db	SAS
facb87da-1184-5ef0-acac-5efe15df26ff	NoCODE
fae78cf2-b0ad-5c0d-bde9-b9cc2a0a75d7	NoCODE
faf06856-850b-5d00-88be-b409d582fa77	NoCODE
fb0917c8-33c7-5254-a8bd-8a6e0f0e0185	NoCODE
fb140b82-314c-50ea-b001-0ad6448c69e4	NoCODE
fb30dfa2-4f20-5fd6-ac68-71ec2ad794dd	NoCODE
fc99e8fe-7f31-5d8a-84e2-0398e2b055c5	SAS
fcba03e4-ecf4-575f-9b6b-665a4b47fbb2	NoCODE
fcecf2c5-0a2d-5bfa-9491-89fc9c436ef7	NoCODE
fd009ca1-e8aa-5bd6-b9dd-8b5a7a193cbc	NoCODE
fd22bd94-fa59-5299-9ffd-f30c7ba35d42	NoCODE
fd497dd3-9264-51ae-9e61-1ac4b03ef291	SAS
fd653449-8ac6-51c9-b143-b159f3135009	NoCODE
fdb78b0c-288c-5e9e-a253-78d1c22f0e60	NoCODE
fdc9b6c4-5b8e-5fe7-bfb6-98fae0d77fe2	NoCODE
fe2f7c9b-7672-538d-bb1e-a9a817d94520	NoCODE
fe805597-1c96-54de-8fc9-de734a6f880c	EAS
feee82cb-6348-5ec5-ac5a-41502e6dbe99	NoCODE
ff413796-ec54-5121-8cfd-28e9bfdede73	NoCODE
ff946173-751e-50f0-b47b-a99ab84be92f	EUR
ffc1b296-30c1-5734-a1c9-1e481398a155	NoCODE
